"","mots","motifs","Oeuvre"
"695","y","y","Balzac-Goriot"
"696","sont","être","Balzac-Goriot"
"697","mornes","NCABS","Balzac-Goriot"
"698",",",",","Balzac-Goriot"
"699","les","le","Balzac-Goriot"
"700","murailles","NC","Balzac-Goriot"
"701","y","y","Balzac-Goriot"
"702","sentent","PRES","Balzac-Goriot"
"703","la","le","Balzac-Goriot"
"704","prison","NC","Balzac-Goriot"
"705",".",".","Balzac-Goriot"
"706","Un","un","Balzac-Goriot"
"707","Parisien","NP","Balzac-Goriot"
"708","égaré","ADJ","Balzac-Goriot"
"709","ne","ne","Balzac-Goriot"
"710","verrait","VCOND","Balzac-Goriot"
"711","là","là","Balzac-Goriot"
"712","que","que","Balzac-Goriot"
"713","de","de","Balzac-Goriot"
"714","les","le","Balzac-Goriot"
"715","pensions","NC","Balzac-Goriot"
"716","ou","ou","Balzac-Goriot"
"717","de","de","Balzac-Goriot"
"718","les","le","Balzac-Goriot"
"719","Institutions","NC","Balzac-Goriot"
"720","de","de","Balzac-Goriot"
"721","la","le","Balzac-Goriot"
"722","misère","NC","Balzac-Goriot"
"723","ou","ou","Balzac-Goriot"
"724","de","de","Balzac-Goriot"
"725","l’","NP","Balzac-Goriot"
"726","ennui","ienn","Balzac-Goriot"
"727",",",",","Balzac-Goriot"
"728","de","de","Balzac-Goriot"
"729","la","le","Balzac-Goriot"
"730","vieillesse","NC","Balzac-Goriot"
"731","qui","qui","Balzac-Goriot"
"732","meurt","PRES","Balzac-Goriot"
"733",",",",","Balzac-Goriot"
"734","de","de","Balzac-Goriot"
"735","la","le","Balzac-Goriot"
"736","joyeuse","ADJ","Balzac-Goriot"
"737","jeunesse","NC","Balzac-Goriot"
"738","contrainte","PRES","Balzac-Goriot"
"739","à","à","Balzac-Goriot"
"740","travailler","INF","Balzac-Goriot"
"741",".",".","Balzac-Goriot"
"742","Nul","nul","Balzac-Goriot"
"743","quartier","NC","Balzac-Goriot"
"744","de","de","Balzac-Goriot"
"745","Paris","NP","Balzac-Goriot"
"746","n’","NP","Balzac-Goriot"
"747","est","être","Balzac-Goriot"
"748","plus","plus","Balzac-Goriot"
"749","horrible","ADJ","Balzac-Goriot"
"750",",",",","Balzac-Goriot"
"751","ni","ni","Balzac-Goriot"
"752",",",",","Balzac-Goriot"
"753","disons","IMP","Balzac-Goriot"
"754","-le","le","Balzac-Goriot"
"755",",",",","Balzac-Goriot"
"756","plus","plus","Balzac-Goriot"
"757","inconnu","ADJ","Balzac-Goriot"
"758",".",".","Balzac-Goriot"
"759","La","le","Balzac-Goriot"
"760","rue","NC","Balzac-Goriot"
"761","Neuve-Sainte-Geneviève","NP","Balzac-Goriot"
"762","surtout","surtout","Balzac-Goriot"
"763","est","être","Balzac-Goriot"
"764","comme","comme","Balzac-Goriot"
"765","un","un","Balzac-Goriot"
"766","cadre","NC","Balzac-Goriot"
"767","de","de","Balzac-Goriot"
"768","bronze","NC","Balzac-Goriot"
"769",",",",","Balzac-Goriot"
"770","le","le","Balzac-Goriot"
"771","seul","ADJ","Balzac-Goriot"
"772","qui","qui","Balzac-Goriot"
"773","convienne","VSUBP","Balzac-Goriot"
"774","à","à","Balzac-Goriot"
"775","ce","ce","Balzac-Goriot"
"776","récit","NC","Balzac-Goriot"
"777",",",",","Balzac-Goriot"
"778","à","à","Balzac-Goriot"
"779","lequel","lequel","Balzac-Goriot"
"780","on","on","Balzac-Goriot"
"781","ne","ne","Balzac-Goriot"
"782","saurait","VCOND","Balzac-Goriot"
"783","trop","trop","Balzac-Goriot"
"784","préparer","INF","Balzac-Goriot"
"785","l’","NP","Balzac-Goriot"
"786","intelligence","PRES","Balzac-Goriot"
"787","par","par","Balzac-Goriot"
"788","de","de","Balzac-Goriot"
"789","les","le","Balzac-Goriot"
"790","couleurs","NC","Balzac-Goriot"
"791",",",",","Balzac-Goriot"
"792","par","par","Balzac-Goriot"
"793","de","un","Balzac-Goriot"
"794","les","le","Balzac-Goriot"
"795","idées","NC","Balzac-Goriot"
"796",";",";","Balzac-Goriot"
"797","ainsi","ainsi","Balzac-Goriot"
"798","que","que","Balzac-Goriot"
"799",",",",","Balzac-Goriot"
"800","de","de","Balzac-Goriot"
"801","marche","NC","Balzac-Goriot"
"802","en","en","Balzac-Goriot"
"803","marche","NC","Balzac-Goriot"
"804",",",",","Balzac-Goriot"
"805","le","le","Balzac-Goriot"
"806","jour","NC","Balzac-Goriot"
"807","diminue","PRES","Balzac-Goriot"
"808","et","et","Balzac-Goriot"
"809","le","le","Balzac-Goriot"
"810","chant","NC","Balzac-Goriot"
"811","de","de","Balzac-Goriot"
"812","le","le","Balzac-Goriot"
"813","conducteur","NC","Balzac-Goriot"
"814","se","se","Balzac-Goriot"
"815","creuse","PRES","Balzac-Goriot"
"816",",",",","Balzac-Goriot"
"817","alors","alors","Balzac-Goriot"
"818","que","que","Balzac-Goriot"
"819","le","le","Balzac-Goriot"
"820","voyageur","NC","Balzac-Goriot"
"821","descend","PRES","Balzac-Goriot"
"822","à","à","Balzac-Goriot"
"823","les","le","Balzac-Goriot"
"824","Catacombes","NP","Balzac-Goriot"
"825",".",".","Balzac-Goriot"
"826","Comparaison","NC","Balzac-Goriot"
"827","vraie","ADJ","Balzac-Goriot"
"828","!","!","Balzac-Goriot"
"829","Qui","qui","Balzac-Goriot"
"830","décidera","VF","Balzac-Goriot"
"831","de","de","Balzac-Goriot"
"832","ce","ce","Balzac-Goriot"
"833","qui","qui","Balzac-Goriot"
"834","est","être","Balzac-Goriot"
"835","plus","plus","Balzac-Goriot"
"836","horrible","ADJ","Balzac-Goriot"
"837","à","à","Balzac-Goriot"
"838","voir","INF","Balzac-Goriot"
"839",",",",","Balzac-Goriot"
"840","ou","ou","Balzac-Goriot"
"841","de","de","Balzac-Goriot"
"842","les","le","Balzac-Goriot"
"843","cœurs","NC","Balzac-Goriot"
"844","desséchés","PPAS","Balzac-Goriot"
"845",",",",","Balzac-Goriot"
"846","de","de","Balzac-Goriot"
"847","les","le","Balzac-Goriot"
"848","crânes","NC","Balzac-Goriot"
"849","vides","ADJ","Balzac-Goriot"
"850","?","?","Balzac-Goriot"
"851","façade","NC","Balzac-Goriot"
"852","de","de","Balzac-Goriot"
"853","la","le","Balzac-Goriot"
"854","pension","NC","Balzac-Goriot"
"855","donne","PRES","Balzac-Goriot"
"856","sur","sur","Balzac-Goriot"
"857","un","un","Balzac-Goriot"
"858","jardinet","NC","Balzac-Goriot"
"859",",",",","Balzac-Goriot"
"860","en","en","Balzac-Goriot"
"861","sorte","sorte","Balzac-Goriot"
"862","que","que","Balzac-Goriot"
"863","la","le","Balzac-Goriot"
"864","maison","NC","Balzac-Goriot"
"865","tombe","PRES","Balzac-Goriot"
"866","à","à","Balzac-Goriot"
"867","angle","NC","Balzac-Goriot"
"868","droit","ADJ","Balzac-Goriot"
"869","sur","sur","Balzac-Goriot"
"870","la","le","Balzac-Goriot"
"871","rue","NC","Balzac-Goriot"
"872","Neuve-Sainte-Geneviève","NP","Balzac-Goriot"
"873",",",",","Balzac-Goriot"
"874","où","où","Balzac-Goriot"
"875","vous","vous","Balzac-Goriot"
"876","la","le","Balzac-Goriot"
"877","voyez","VSUBP","Balzac-Goriot"
"878","coupée","PPAS","Balzac-Goriot"
"879","dans","dans","Balzac-Goriot"
"880","sa","DETPOSS","Balzac-Goriot"
"881","profondeur","NC","Balzac-Goriot"
"882",".",".","Balzac-Goriot"
"883","Le","le","Balzac-Goriot"
"884","long","NC","Balzac-Goriot"
"885","de","de","Balzac-Goriot"
"886","cette","ce","Balzac-Goriot"
"887","façade","NC","Balzac-Goriot"
"888",",",",","Balzac-Goriot"
"889","entre","entre","Balzac-Goriot"
"890","la","le","Balzac-Goriot"
"891","maison","NC","Balzac-Goriot"
"892","et","et","Balzac-Goriot"
"893","le","le","Balzac-Goriot"
"894","jardinet","NC","Balzac-Goriot"
"895",",",",","Balzac-Goriot"
"896","règne","PRES","Balzac-Goriot"
"897","un","un","Balzac-Goriot"
"898","cailloutis","NC","Balzac-Goriot"
"899","en","en","Balzac-Goriot"
"900","cuvette","NC","Balzac-Goriot"
"901",",",",","Balzac-Goriot"
"902","large","ADJ","Balzac-Goriot"
"903","d’","NP","Balzac-Goriot"
"904","une","un","Balzac-Goriot"
"905","toise","NC","Balzac-Goriot"
"906",",",",","Balzac-Goriot"
"907","devant","devant","Balzac-Goriot"
"908","lequel","lequel","Balzac-Goriot"
"909","est","être","Balzac-Goriot"
"910","une","un","Balzac-Goriot"
"911","allée","NC","Balzac-Goriot"
"912","sablée","PPAS","Balzac-Goriot"
"913",",",",","Balzac-Goriot"
"914","bordée","PPAS","Balzac-Goriot"
"915","de","de","Balzac-Goriot"
"916","géraniums","NC","Balzac-Goriot"
"917",",",",","Balzac-Goriot"
"918","de","de","Balzac-Goriot"
"919","lauriers-roses","NC","Balzac-Goriot"
"920","et","et","Balzac-Goriot"
"921","de","de","Balzac-Goriot"
"922","grenadiers","NC","Balzac-Goriot"
"923","plantés","PPAS","Balzac-Goriot"
"924","dans","dans","Balzac-Goriot"
"925","de","un","Balzac-Goriot"
"926","grands","ADJ","Balzac-Goriot"
"927","vases","NC","Balzac-Goriot"
"928","en","en","Balzac-Goriot"
"929","faïence","NC","Balzac-Goriot"
"930","bleue","ADJ","Balzac-Goriot"
"931","et","et","Balzac-Goriot"
"932","blanche","ADJ","Balzac-Goriot"
"933",".",".","Balzac-Goriot"
"934","On","on","Balzac-Goriot"
"935","entre","PRES","Balzac-Goriot"
"936","dans","dans","Balzac-Goriot"
"937","cette","ce","Balzac-Goriot"
"938","allée","NC","Balzac-Goriot"
"939","par","par","Balzac-Goriot"
"940","une","un","Balzac-Goriot"
"941","porte","NC","Balzac-Goriot"
"942","bâtarde","ADJ","Balzac-Goriot"
"943",",",",","Balzac-Goriot"
"944","surmontée","PPAS","Balzac-Goriot"
"945","d’","NP","Balzac-Goriot"
"946","un","un","Balzac-Goriot"
"947","écriteau","NC","Balzac-Goriot"
"948","sur","sur","Balzac-Goriot"
"949","lequel","lequel","Balzac-Goriot"
"950","est","être","Balzac-Goriot"
"951","écrit","PPAS","Balzac-Goriot"
"952",":",":","Balzac-Goriot"
"953","Maison-Vauquer","NP","Balzac-Goriot"
"954",",",",","Balzac-Goriot"
"955","et","et","Balzac-Goriot"
"956","dessous","NC","Balzac-Goriot"
"957",":",":","Balzac-Goriot"
"958","Pension","NC","Balzac-Goriot"
"959","bourgeoise","ADJ","Balzac-Goriot"
"960","de","de","Balzac-Goriot"
"961","les","le","Balzac-Goriot"
"962","deux","NUM","Balzac-Goriot"
"963","sexes","NC","Balzac-Goriot"
"964","et","et","Balzac-Goriot"
"965",".",".","Balzac-Goriot"
"966","Pendant","pendant","Balzac-Goriot"
"967","le","le","Balzac-Goriot"
"968","jour","NC","Balzac-Goriot"
"969",",",",","Balzac-Goriot"
"970","une","un","Balzac-Goriot"
"971","porte","NC","Balzac-Goriot"
"972","à","à","Balzac-Goriot"
"973","claire-voie","NC","Balzac-Goriot"
"974",",",",","Balzac-Goriot"
"975","armée","NC","Balzac-Goriot"
"976","d’","NP","Balzac-Goriot"
"977","une","un","Balzac-Goriot"
"978","sonnette","ADJ","Balzac-Goriot"
"979","criarde","NC","Balzac-Goriot"
"980",",",",","Balzac-Goriot"
"981","laisse","PRES","Balzac-Goriot"
"982","apercevoir","INF","Balzac-Goriot"
"983","à","à","Balzac-Goriot"
"984","le","le","Balzac-Goriot"
"985","bout","NC","Balzac-Goriot"
"986","le","le","Balzac-Goriot"
"987","petit","ADJ","Balzac-Goriot"
"988","pavé","NC","Balzac-Goriot"
"989",",",",","Balzac-Goriot"
"990","sur","sur","Balzac-Goriot"
"991","le","le","Balzac-Goriot"
"992","mur","NC","Balzac-Goriot"
"993","opposé","PPAS","Balzac-Goriot"
"994","à","à","Balzac-Goriot"
"995","la","le","Balzac-Goriot"
"996","rue","NC","Balzac-Goriot"
"997",",",",","Balzac-Goriot"
"998","une","un","Balzac-Goriot"
"999","arcade","NC","Balzac-Goriot"
"1000","peinte","ADJ","Balzac-Goriot"
"1001","en","en","Balzac-Goriot"
"1002","marbre","NC","Balzac-Goriot"
"1003","par","par","Balzac-Goriot"
"1004","un","un","Balzac-Goriot"
"1005","artiste","NC","Balzac-Goriot"
"1006","le","le","Balzac-Goriot"
"1007","quartier","NC","Balzac-Goriot"
"1008",".",".","Balzac-Goriot"
"1009","Sous","sous","Balzac-Goriot"
"1010","le","le","Balzac-Goriot"
"1011","renfoncement","NCABS","Balzac-Goriot"
"1012","que","que","Balzac-Goriot"
"1013","simule","PRES","Balzac-Goriot"
"1014","cette","ce","Balzac-Goriot"
"1015","peinture","NC","Balzac-Goriot"
"1016",",",",","Balzac-Goriot"
"1017","s’","NP","Balzac-Goriot"
"1018","élève","PRES","Balzac-Goriot"
"1019","une","un","Balzac-Goriot"
"1020","statue","NC","Balzac-Goriot"
"1021","représentant","NC","Balzac-Goriot"
"1022","l’","NP","Balzac-Goriot"
"1023","Amour","NCABS","Balzac-Goriot"
"1024",".",".","Balzac-Goriot"
"1025","À","à","Balzac-Goriot"
"1026","voir","INF","Balzac-Goriot"
"1027","le","le","Balzac-Goriot"
"1028","vernis","NC","Balzac-Goriot"
"1029","écaillé","PPAS","Balzac-Goriot"
"1030","qui","qui","Balzac-Goriot"
"1031","la","le","Balzac-Goriot"
"1032","couvre","NC","Balzac-Goriot"
"1033",",",",","Balzac-Goriot"
"1034","les","le","Balzac-Goriot"
"1035","amateurs","NC","Balzac-Goriot"
"1036","de","de","Balzac-Goriot"
"1037","symboles","NC","Balzac-Goriot"
"1038","y","y","Balzac-Goriot"
"1039","découvriraient","VIMP","Balzac-Goriot"
"1040","peut-être","ADV","Balzac-Goriot"
"1041","un","un","Balzac-Goriot"
"1042","mythe","NC","Balzac-Goriot"
"1043","de","de","Balzac-Goriot"
"1044","l’","NP","Balzac-Goriot"
"1045","amour","NCABS","Balzac-Goriot"
"1046","parisien","ADJ","Balzac-Goriot"
"1047","qu’","NP","Balzac-Goriot"
"1048","on","on","Balzac-Goriot"
"1049","guérit","VPS","Balzac-Goriot"
"1050","à","à","Balzac-Goriot"
"1051","quelques","quelque","Balzac-Goriot"
"1052","pas","pas","Balzac-Goriot"
"1053","de","de","Balzac-Goriot"
"1054","là","là","Balzac-Goriot"
"1055",".",".","Balzac-Goriot"
"1056","Sous","sous","Balzac-Goriot"
"1057","le","le","Balzac-Goriot"
"1058","socle","NC","Balzac-Goriot"
"1059",",",",","Balzac-Goriot"
"1060","cette","ce","Balzac-Goriot"
"1061","inscription","NC","Balzac-Goriot"
"1062","à","à","Balzac-Goriot"
"1063","demi","ADJ","Balzac-Goriot"
"1064","effacée","NC","Balzac-Goriot"
"1065","rappelle","PRES","Balzac-Goriot"
"1066","le","le","Balzac-Goriot"
"1067","temps","NC","Balzac-Goriot"
"1068","à","à","Balzac-Goriot"
"1069","lequel","lequel","Balzac-Goriot"
"1070","remonte","PRES","Balzac-Goriot"
"1071","cet","ce","Balzac-Goriot"
"1072","ornement","NC","Balzac-Goriot"
"1073","par","par","Balzac-Goriot"
"1074","l’","NP","Balzac-Goriot"
"1075","enthousiasme","NCABS","Balzac-Goriot"
"1076","dont","dont","Balzac-Goriot"
"1077","il","il","Balzac-Goriot"
"1078","témoigne","PRES","Balzac-Goriot"
"1079","pour","pour","Balzac-Goriot"
"1080","Voltaire","NP","Balzac-Goriot"
"1081",",",",","Balzac-Goriot"
"1082","rentré","PPAS","Balzac-Goriot"
"1083","dans","dans","Balzac-Goriot"
"1084","Paris","NP","Balzac-Goriot"
"1085","en","en","Balzac-Goriot"
"1086","1777","NUM","Balzac-Goriot"
"1087",":",":","Balzac-Goriot"
"1088","Qui","ADV","Balzac-Goriot"
"1089","que","que","Balzac-Goriot"
"1090","tu","tu","Balzac-Goriot"
"1091","sois","ADJ","Balzac-Goriot"
"1092",",",",","Balzac-Goriot"
"1093","voici","voici","Balzac-Goriot"
"1094","ton","DETPOSS","Balzac-Goriot"
"1095","maître","NC","Balzac-Goriot"
"1096",".",".","Balzac-Goriot"
"1097","Il","il","Balzac-Goriot"
"1098","l’","NP","Balzac-Goriot"
"1099","est","être","Balzac-Goriot"
"1100",",",",","Balzac-Goriot"
"1101","le","le","Balzac-Goriot"
"1102","fut","NC","Balzac-Goriot"
"1103",",",",","Balzac-Goriot"
"1104","ou","ou","Balzac-Goriot"
"1105","le","le","Balzac-Goriot"
"1106","doit","PRES","Balzac-Goriot"
"1107","être","être","Balzac-Goriot"
"1108",".",".","Balzac-Goriot"
"1109","À","à","Balzac-Goriot"
"1110","la","le","Balzac-Goriot"
"1111","nuit","NC","Balzac-Goriot"
"1112","tombante","ADJ","Balzac-Goriot"
"1113",",",",","Balzac-Goriot"
"1114","la","le","Balzac-Goriot"
"1115","porte","NC","Balzac-Goriot"
"1116","à","à","Balzac-Goriot"
"1117","claire-voie","NC","Balzac-Goriot"
"1118","est","être","Balzac-Goriot"
"1119","remplacée","PPAS","Balzac-Goriot"
"1120","par","par","Balzac-Goriot"
"1121","une","un","Balzac-Goriot"
"1122","porte","NC","Balzac-Goriot"
"1123","pleine","ADJ","Balzac-Goriot"
"1124",".",".","Balzac-Goriot"
"1125","Le","le","Balzac-Goriot"
"1126","jardinet","NC","Balzac-Goriot"
"1127",",",",","Balzac-Goriot"
"1128","aussi","aussi","Balzac-Goriot"
"1129","large","ADJ","Balzac-Goriot"
"1130","que","que","Balzac-Goriot"
"1131","la","le","Balzac-Goriot"
"1132","façade","NC","Balzac-Goriot"
"1133","est","être","Balzac-Goriot"
"1134","longue","ADJ","Balzac-Goriot"
"1135",",",",","Balzac-Goriot"
"1136","se","se","Balzac-Goriot"
"1137","trouve","PRES","Balzac-Goriot"
"1138","encaissé","PPAS","Balzac-Goriot"
"1139","par","par","Balzac-Goriot"
"1140","le","le","Balzac-Goriot"
"1141","mur","NC","Balzac-Goriot"
"1142","de","de","Balzac-Goriot"
"1143","la","le","Balzac-Goriot"
"1144","rue","NC","Balzac-Goriot"
"1145","et","et","Balzac-Goriot"
"1146","par","par","Balzac-Goriot"
"1147","le","le","Balzac-Goriot"
"1148","mur","NC","Balzac-Goriot"
"1149","mitoyen","ADJ","Balzac-Goriot"
"1150","de","de","Balzac-Goriot"
"1151","la","le","Balzac-Goriot"
"1152","maison","NC","Balzac-Goriot"
"1153","voisine","ADJ","Balzac-Goriot"
"1154",",",",","Balzac-Goriot"
"1155","le","le","Balzac-Goriot"
"1156","long","NC","Balzac-Goriot"
"1157","de","de","Balzac-Goriot"
"1158","laquelle","lequel","Balzac-Goriot"
"1159","pend","pendre","Balzac-Goriot"
"1160","un","un","Balzac-Goriot"
"1161","manteau","NC","Balzac-Goriot"
"1162","de","de","Balzac-Goriot"
"1163","lierre","NC","Balzac-Goriot"
"1164","qui","qui","Balzac-Goriot"
"1165","la","le","Balzac-Goriot"
"1166","cache","PRES","Balzac-Goriot"
"1167","entièrement","ADVTOT","Balzac-Goriot"
"1168",",",",","Balzac-Goriot"
"1169","et","et","Balzac-Goriot"
"1170","attire","PRES","Balzac-Goriot"
"1171","les","le","Balzac-Goriot"
"1172","yeux","NCCOR","Balzac-Goriot"
"1173","de","de","Balzac-Goriot"
"1174","les","le","Balzac-Goriot"
"1175","passants","NC","Balzac-Goriot"
"1176","par","par","Balzac-Goriot"
"1177","un","un","Balzac-Goriot"
"1178","effet","NC","Balzac-Goriot"
"1179","pittoresque","ADJ","Balzac-Goriot"
"1180","Paris","NP","Balzac-Goriot"
"1181",".",".","Balzac-Goriot"
"1182","Chacun","chacun","Balzac-Goriot"
"1183","de","de","Balzac-Goriot"
"1184","ces","ce","Balzac-Goriot"
"1185","murs","NC","Balzac-Goriot"
"1186","est","être","Balzac-Goriot"
"1187","tapissé","PPAS","Balzac-Goriot"
"1188","d’","NP","Balzac-Goriot"
"1189","espaliers","NUM","Balzac-Goriot"
"1190","et","et","Balzac-Goriot"
"1191","de","de","Balzac-Goriot"
"1192","vignes","NC","Balzac-Goriot"
"1193","dont","dont","Balzac-Goriot"
"1194","les","le","Balzac-Goriot"
"1195","fructifications","NC","Balzac-Goriot"
"1196","grêles","ADJ","Balzac-Goriot"
"1197","et","et","Balzac-Goriot"
"1198","poudreuses","ADJ","Balzac-Goriot"
"1199","sont","être","Balzac-Goriot"
"1200","l’","NP","Balzac-Goriot"
"1201","objet","NC","Balzac-Goriot"
"1202","de","de","Balzac-Goriot"
"1203","les","le","Balzac-Goriot"
"1204","craintes","NCABS","Balzac-Goriot"
"1205","annuelles","ADJ","Balzac-Goriot"
"1206","de","de","Balzac-Goriot"
"1207","madame","NC","Balzac-Goriot"
"1208","Vauquer","NP","Balzac-Goriot"
"1209","de","de","Balzac-Goriot"
"1210","ses","DETPOSS","Balzac-Goriot"
"1211","conversations","NC","Balzac-Goriot"
"1212","avec","avec","Balzac-Goriot"
"1213","les","le","Balzac-Goriot"
"1214","pensionnaires","NC","Balzac-Goriot"
"1215",".",".","Balzac-Goriot"
"1216","Le","le","Balzac-Goriot"
"1217","long","NC","Balzac-Goriot"
"1218","de","de","Balzac-Goriot"
"1219","chaque","chaque","Balzac-Goriot"
"1220","muraille","NC","Balzac-Goriot"
"1221",",",",","Balzac-Goriot"
"1222","règne","PRES","Balzac-Goriot"
"1223","une","un","Balzac-Goriot"
"1224","étroite","ADJ","Balzac-Goriot"
"1225","allée","NC","Balzac-Goriot"
"1226","qui","qui","Balzac-Goriot"
"1227","mène","PRES","Balzac-Goriot"
"1228","à","à","Balzac-Goriot"
"1229","un","un","Balzac-Goriot"
"1230","couvert","NC","Balzac-Goriot"
"1231","de","de","Balzac-Goriot"
"1232","tilleuls","NC","Balzac-Goriot"
"1233",",",",","Balzac-Goriot"
"1234","mot","NC","Balzac-Goriot"
"1235","que","que","Balzac-Goriot"
"1236","madame","NC","Balzac-Goriot"
"1237","Vauquer","NP","Balzac-Goriot"
"1238",",",",","Balzac-Goriot"
"1239","quoique","ADV","Balzac-Goriot"
"1240","née","PPAS","Balzac-Goriot"
"1241","de","de","Balzac-Goriot"
"1242","Conflans","NP","Balzac-Goriot"
"1243",",",",","Balzac-Goriot"
"1244","prononce","PRES","Balzac-Goriot"
"1245","obstinément","ADV","Balzac-Goriot"
"1246","tieuilles","ADJ","Balzac-Goriot"
"1247",",",",","Balzac-Goriot"
"1248","malgré","malgré","Balzac-Goriot"
"1249","les","le","Balzac-Goriot"
"1250","observations","NC","Balzac-Goriot"
"1251","grammaticales","ADJ","Balzac-Goriot"
"1252","de","de","Balzac-Goriot"
"1253","ses","DETPOSS","Balzac-Goriot"
"1254","hôtes","NC","Balzac-Goriot"
"1255",".",".","Balzac-Goriot"
"1256","Entre","entre","Balzac-Goriot"
"1257","les","le","Balzac-Goriot"
"1258","deux","NUM","Balzac-Goriot"
"1259","allées","NC","Balzac-Goriot"
"1260","latérales","ADJ","Balzac-Goriot"
"1261","est","être","Balzac-Goriot"
"1262","un","un","Balzac-Goriot"
"1263","carré","NC","Balzac-Goriot"
"1264","d’","NP","Balzac-Goriot"
"1265","artichauts","NC","Balzac-Goriot"
"1266","flanqué","PPAS","Balzac-Goriot"
"1267","d’","NP","Balzac-Goriot"
"1268","arbres","NC","Balzac-Goriot"
"1269","fruitiers","ADJ","Balzac-Goriot"
"1270","en","en","Balzac-Goriot"
"1271","quenouille","NC","Balzac-Goriot"
"1272",",",",","Balzac-Goriot"
"1273","et","et","Balzac-Goriot"
"1274","bordé","PPAS","Balzac-Goriot"
"1275","d’","NP","Balzac-Goriot"
"1276","oseille","NUM","Balzac-Goriot"
"1277",",",",","Balzac-Goriot"
"1278","de","de","Balzac-Goriot"
"1279","laitue","NC","Balzac-Goriot"
